title,text,label
Fake news: Scientists deny evidence of UFO tech breakthrough,Fake news: Scientists deny evidence of UFO tech breakthrough. This report is unverified and might just be a wild rumor. Experts are still trying to figure out what went down. The story is buzzing online and sparking major debates. Social media is on fire with reactions.,1
Parliament debates new policy to boost Moroccan economy,Parliament debates new policy to boost Moroccan economy. Verified by multiple reputable sources. Officials haven't commented yetâ€”suspense is real. The story is buzzing online and sparking major debates. Experts are still trying to figure out what went down.,0
Major outlet releases exclusive investigative report,Major outlet releases exclusive investigative report. Verified by multiple reputable sources. Officials haven't commented yetâ€”suspense is real. The story is buzzing online and sparking major debates. Experts are still trying to figure out what went down.,0
Fake news: Major outlet caught in staged scandal,Fake news: Major outlet caught in staged scandal. This report is unverified and might just be a wild rumor. Social media is on fire with reactions. Experts are still trying to figure out what went down. The story is buzzing online and sparking major debates.,1
Tech giant unveils cutting-edge smartphone innovation,Tech giant unveils cutting-edge smartphone innovation. Verified by multiple reputable sources. Experts are still trying to figure out what went down. The story is buzzing online and sparking major debates. More deets are expected as the saga unfolds.,0
Fake news: Major outlet caught in staged scandal,Fake news: Major outlet caught in staged scandal. This report is unverified and might just be a wild rumor. Experts are still trying to figure out what went down. The story is buzzing online and sparking major debates. Social media is on fire with reactions.,1
Hoax: Miracle cure discoveredâ€”doctors totally hush-hush,Hoax: Miracle cure discoveredâ€”doctors totally hush-hush. This report is unverified and might just be a wild rumor. Social media is on fire with reactions. More deets are expected as the saga unfolds. The story is buzzing online and sparking major debates.,1
Government announces sweeping reforms in Morocco,Government announces sweeping reforms in Morocco. Verified by multiple reputable sources. Officials haven't commented yetâ€”suspense is real. Experts are still trying to figure out what went down. The story is buzzing online and sparking major debates.,0
Government announces sweeping reforms in Morocco,Government announces sweeping reforms in Morocco. Verified by multiple reputable sources. Officials haven't commented yetâ€”suspense is real. More deets are expected as the saga unfolds. The story is buzzing online and sparking major debates.,0
King addresses national issues amid rising debates,King addresses national issues amid rising debates. Verified by multiple reputable sources. The story is buzzing online and sparking major debates. More deets are expected as the saga unfolds. Experts are still trying to figure out what went down.,0
Fake news: Major outlet caught in staged scandal,Fake news: Major outlet caught in staged scandal. This report is unverified and might just be a wild rumor. The story is buzzing online and sparking major debates. Officials haven't commented yetâ€”suspense is real. Experts are still trying to figure out what went down.,1
